,L,b1,b2,alpha_l,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,l_sec,t_p,t_w,h_w,h_F,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,fcc,fsy,fsu,esu,d_p_1_o,d_p_1_i,s_p_1_o,s_p_1_i,d_p_2_o,d_p_2_i,s_p_2_o,s_p_2_i,d_p_3_o,d_p_3_i,s_p_3_o,s_p_3_i,d_p_4_o,d_p_4_i,s_p_4_o,s_p_4_i,d_p_5_o,d_p_5_i,s_p_5_o,s_p_5_i,d_p_6_o,d_p_6_i,s_p_6_o,s_p_6_i,d_p_7_o,d_p_7_i,s_p_7_o,s_p_7_i,d_p_8_o,d_p_8_i,s_p_8_o,s_p_8_i,d_p_9_o,d_p_9_i,s_p_9_o,s_p_9_i,d_w1_1_o,d_w1_1_i,s_w1_1_o,s_w1_1_i,d_w1_2_o,d_w1_2_i,s_w1_2_o,s_w1_2_i,d_w1_3_o,d_w1_3_i,s_w1_3_o,s_w1_3_i,d_w1_4_o,d_w1_4_i,s_w1_4_o,s_w1_4_i,d_w1_5_o,d_w1_5_i,s_w1_5_o,s_w1_5_i,d_w1_6_o,d_w1_6_i,s_w1_6_o,s_w1_6_i,d_w1_7_o,d_w1_7_i,s_w1_7_o,s_w1_7_i,d_w1_8_o,d_w1_8_i,s_w1_8_o,s_w1_8_i,d_w1_9_o,d_w1_9_i,s_w1_9_o,s_w1_9_i,d_w2_1_o,d_w2_1_i,s_w2_1_o,s_w2_1_i,d_w2_2_o,d_w2_2_i,s_w2_2_o,s_w2_2_i,d_w2_3_o,d_w2_3_i,s_w2_3_o,s_w2_3_i,d_w2_4_o,d_w2_4_i,s_w2_4_o,s_w2_4_i,d_w2_5_o,d_w2_5_i,s_w2_5_o,s_w2_5_i,d_w2_6_o,d_w2_6_i,s_w2_6_o,s_w2_6_i,d_w2_7_o,d_w2_7_i,s_w2_7_o,s_w2_7_i,d_w2_8_o,d_w2_8_i,s_w2_8_o,s_w2_8_i,d_w2_9_o,d_w2_9_i,s_w2_9_o,s_w2_9_i,withMPCs,offsetmodeling,mesh_size_factor,ecu
441,10912,14803,30462,111,0.37486458171047654,0.2748891486105687,0.057166049265164755,0.43449382706184186,0.2271744857738101,942,980,2651,1066,0.4324875363229087,0.21561340805703427,0,0,False,False,0,0,45,600.0000814248546,850.0001360073717,0.800003629698483,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,12,18,200,150,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,26,18,150,250,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,18,12,200,150,True,True,100,-0.002
442,15478,18653,26813,103,0.14570274820723916,0.0546640641800142,0.1322290560261145,0.31940218091971234,0.41859292289716077,198,1218,2470,1042,0.07937901374117944,0.332184545659571,0,0,False,False,0,0,90,600.0000752099073,850.0005247239726,0.8000022097311686,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,12,18,200,250,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,26,22,200,100,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,True,True,100,-0.0026004968327615766
443,6806,32912,10873,97,0.07478968638129768,0.07976838644343096,0.237906039533675,0.25233235002640403,0.20211477051076915,199,740,4799,765,0.39483821733143065,0.4266567314025321,0,0,False,False,0,0,70,600.0003161050662,850.0008683933211,0.8000030482121971,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,26,150,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,10,12,100,200,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,14,20,200,100,True,True,100,-0.0024158769243143416
444,10997,14349,17644,109,0.30346232613057944,0.16013563997595998,0.33967273058656344,0.15057240679464173,0.3446891081351722,502,723,2309,908,0.20105448199979198,0.17477676156167926,0,0,False,False,0,0,90,600.0000924507099,850.0006489428836,0.8000008839103682,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,14,30,100,100,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,10,16,200,250,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,True,True,100,-0.0026004968327615766
445,14309,19270,13146,108,0.21272243570115068,0.43854375538591434,0.056576066715147914,0.1343794181230701,0.2353218695347614,668,522,2415,224,0.12437233801034824,0.2145963840304616,0,0,False,False,0,0,70,600.0009762415041,850.0004459275008,0.8000061782074318,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,26,16,200,200,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,16,12,100,75,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,14,10,150,200,True,True,100,-0.0024158769243143416
446,4305,24940,11844,61,0.25428371987231974,0.2390918363938942,0.0794051635706477,0.1701037264920631,0.2614278430515495,989,938,3323,268,0.17308646941151196,0.1499205327492638,0,0,False,False,0,0,60,600.0004003719794,850.0000345167344,0.8000043716861855,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,10,14,200,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,14,14,250,100,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,True,True,100,-0.0022880175327183224
447,12710,17422,31586,64,0.10163811092148073,0.23875931166539893,0.0625302004927389,0.06591714560580786,0.430579173593986,539,361,2017,1061,0.17681024417637253,0.33814156198003065,0,0,False,False,0,0,60,600.0003212791418,850.0008977754384,0.800007530580252,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,14,18,150,150,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,22,22,200,200,True,True,100,-0.0022880175327183224
448,4991,26069,23583,115,0.25008240040516916,0.1651309778820919,0.1228825763473615,0.40456685269724973,0.18011822769019442,680,971,3850,321,0.17738040351690015,0.15187833492946312,0,0,False,False,0,0,55,600.0004662980261,850.0001858925898,0.8000044095834914,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,14,18,100,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,18,22,150,200,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,True,True,100,-0.0021994679057750484
449,8123,16299,9480,113,0.276249692076668,0.21462328078597448,0.3828037915577238,0.0674402188039546,0.26265368643579773,1339,1469,4395,829,0.32163482717376285,0.3812106884133153,0,0,False,False,0,0,40,600.0007624403358,850.0003659874615,0.8000072884203662,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,22,12,200,150,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,12,22,100,75,True,True,100,-0.002
450,6319,10061,33635,88,0.06841339585028994,0.3758134257153594,0.15115495023198533,0.24086545340963722,0.4476780602000885,620,1057,4012,973,0.22122330570585047,0.40746145134381045,0,0,False,False,0,0,60,600.0007208960039,850.000934556715,0.8000064078706618,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,14,30,75,150,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,20,12,200,200,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,26,20,250,75,True,True,100,-0.0022880175327183224
451,5871,24237,12546,77,0.286708612892381,0.1866423258790651,0.09645489258496762,0.18257024849047837,0.19354664238795083,1341,924,4528,386,0.4463491841800644,0.3645195102423841,0,0,False,False,0,0,55,600.0001730413209,850.0005203397823,0.8000095538730543,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,10,22,200,250,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,True,True,100,-0.0021994679057750484
452,4874,14011,13069,92,0.20215117266409177,0.3245617825785084,0.297496896332657,0.20518257698812964,0.23597431878769415,1297,1114,4252,1152,0.20239291531658654,0.14512972575398514,0,0,False,False,0,0,45,600.0003114518869,850.0004797582244,0.8000096641058057,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,26,26,150,200,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,12,22,250,150,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,14,18,200,200,True,True,100,-0.002
453,12504,29174,13214,69,0.0894837863591598,0.3672506851506663,0.11132676921876065,0.320388802873255,0.40997901925468583,626,812,4253,1378,0.32084769728961,0.0959631558978068,0,0,False,False,0,0,80,600.0000606392148,850.0000449301912,0.8000084832590064,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,12,22,75,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,18,14,150,75,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,20,26,100,100,True,True,100,-0.002515576591108743
454,7045,19834,8813,87,0.34805364250500304,0.3606081543333065,0.3281783633320736,0.3385268169138105,0.383202543474358,694,994,4597,330,0.3897905291456311,0.35355853325237274,0,0,False,False,0,0,45,600.0004808749676,850.0005063563918,0.8000054949740893,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,12,18,100,200,True,True,100,-0.002
455,5276,19630,16728,64,0.2961147299982959,0.13261989665573765,0.4472276379222068,0.19790174190055754,0.2893883180149135,1006,595,4860,680,0.44648081240991505,0.07534954083951623,0,0,False,False,0,0,80,600.00005234216,850.0002829252791,0.8000037191789771,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,10,16,200,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,20,12,250,100,True,True,100,-0.002515576591108743
456,7052,34752,9279,110,0.44429534680052135,0.0822468648079443,0.15319488435474682,0.09478712595014827,0.12919704270188279,488,199,2710,180,0.25813598829669687,0.2490834092930273,0,0,False,False,0,0,80,600.0000220141966,850.0001348504537,0.8000085515811223,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,16,150,150,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,12,20,250,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,True,True,100,-0.002515576591108743
457,11816,7014,29375,110,0.30759153036652503,0.328608089376477,0.2518319591386094,0.216440249048084,0.1784782618863409,852,504,3539,115,0.17450847481748247,0.16116479617249263,0,0,False,False,0,0,50,600.0007409214744,850.0008200206215,0.800006755513828,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,18,16,200,250,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,22,16,150,100,True,True,100,-0.002
458,7667,8201,13354,93,0.2777089800675751,0.2216617513554301,0.2582931982132674,0.4055848238616245,0.29870898577227856,1173,1430,2250,148,0.1080569117545524,0.4282920255573401,0,0,False,False,0,0,70,600.0000790364933,850.0007958407458,0.8000067291648585,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,14,18,100,150,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,30,14,200,100,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,14,12,150,250,True,True,100,-0.0024158769243143416
459,6547,34912,31156,80,0.23708134348602822,0.16265684768628919,0.18390563924015257,0.40639695239028484,0.23562728202130975,313,1083,2076,236,0.3765284491773944,0.05840659959225299,0,0,False,False,0,0,50,600.0004895352819,850.000901787369,0.8000024966718073,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,26,20,150,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,12,20,200,100,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,14,20,250,250,True,True,100,-0.002
460,3790,20773,15933,69,0.11498872148529303,0.28762121383787137,0.3861533587687906,0.1913005049059664,0.3617167176684136,572,201,4580,1198,0.2541599072017828,0.14033232957868394,0,0,False,False,0,0,90,600.0005681958222,850.0004362246029,0.800005505805017,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,22,30,150,150,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,12,10,200,250,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,16,18,100,150,True,True,100,-0.0026004968327615766
461,13904,18439,13984,87,0.3976581005651548,0.42320732795796884,0.05066708595242712,0.08210929689020735,0.16786349432171482,112,1458,2226,213,0.1527109194625056,0.0705338659172793,0,0,False,False,0,0,70,600.0008050321305,850.0006064892622,0.8000031022703942,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,18,26,150,150,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,True,True,100,-0.0024158769243143416
462,8449,13536,14318,105,0.40918071506277137,0.3574836152390879,0.1601129621487482,0.19340573071808265,0.41478270483293733,1048,130,4154,379,0.443520506998448,0.3614807313626822,0,0,False,False,0,0,45,600.0003010065503,850.0004038430758,0.8000020568490158,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,16,14,200,200,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,16,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,True,True,100,-0.002
463,6699,30029,21216,93,0.08117044471496289,0.16842681071304216,0.414305292379822,0.1622198761145784,0.10698496251841658,720,1430,3876,1356,0.057796292993376706,0.3438122155387728,0,0,False,False,0,0,70,600.0000347235397,850.0001966169169,0.8000024503345899,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,18,12,75,200,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,14,10,200,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,16,16,250,150,True,True,100,-0.0024158769243143416
464,14484,15302,24400,65,0.15933937476910243,0.3979956544392576,0.12793912294934068,0.4018765444239907,0.4493826015809137,462,1103,3494,888,0.20320787900794957,0.13790229576286817,0,0,False,False,0,0,50,600.0002166097361,850.0009376558493,0.8000087051501857,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,26,12,200,250,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,20,30,100,100,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,22,10,200,200,True,True,100,-0.002
465,14320,9732,20988,106,0.16144307912636038,0.08108950129905625,0.24067809042341326,0.42958566762784267,0.34851651151243546,1457,1493,4763,604,0.4409047630209684,0.09889453921423698,0,0,False,False,0,0,55,600.0006073990814,850.0001070410926,0.8000083629712295,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,20,20,200,100,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,30,20,200,75,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,True,True,100,-0.0021994679057750484
466,9098,23083,12700,82,0.44130314627172473,0.1860003298521648,0.2943448875805339,0.2380365500834662,0.16569624349052095,1327,224,2425,926,0.08128005372913133,0.15227644869926793,0,0,False,False,0,0,45,600.0004381582164,850.0003683077714,0.8000016402083622,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,12,26,250,75,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,16,26,200,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,12,26,100,250,True,True,100,-0.002
467,5772,16135,22979,112,0.06347765222981741,0.12476514136017026,0.1346607837115241,0.09213225026410546,0.31148744085755464,1282,403,4933,119,0.16190192687612995,0.09155171505287973,0,0,False,False,0,0,70,600.0003702738771,850.0008215091868,0.8000008355565428,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,12,100,200,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,16,18,200,100,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,18,14,100,200,True,True,100,-0.0024158769243143416
468,13792,31954,31121,104,0.1416046275525687,0.4334984687383456,0.20374879274884866,0.40280680240943023,0.42424940809792633,146,1119,3261,1130,0.28001560860489894,0.05480675389849642,0,0,False,False,0,0,70,600.0007179445921,850.0009966426966,0.8000049177810923,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,100,250,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,16,26,75,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,12,14,200,200,True,True,100,-0.0024158769243143416
469,7236,12476,15434,89,0.36377409380052134,0.33475585240079053,0.22417896038839902,0.1991941096799576,0.23407144342070887,1049,402,2457,1182,0.1346199335584986,0.4222951235702078,0,0,False,False,0,0,80,600.0002736765147,850.0000538854089,0.8000075454419489,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,18,16,200,150,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,26,12,200,100,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,22,14,100,150,True,True,100,-0.002515576591108743
470,9208,22213,17879,97,0.22155067761218533,0.06839943496335125,0.3354456548447044,0.33266026937618665,0.32580779904231294,1071,1226,2244,239,0.3422910060282401,0.09899258170586155,0,0,False,False,0,0,60,600.0006100914969,850.0005897440379,0.8000098461871594,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,26,10,75,200,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,14,16,75,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,18,30,100,75,True,True,100,-0.0022880175327183224
471,9264,33596,9636,100,0.200034308848141,0.16878134071503564,0.3130052510830707,0.43893314434696806,0.30347864334313984,340,464,2972,1269,0.2933636236107389,0.3175607447701082,0,0,False,False,0,0,60,600.000454071999,850.0003839320852,0.8000027298587309,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,14,16,150,200,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,20,30,250,150,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,16,10,75,100,True,True,100,-0.0022880175327183224
472,12811,9248,10182,76,0.35147226172955315,0.3161344185767475,0.21926571253505656,0.37132231516352054,0.30875788236635054,1276,108,4781,242,0.3670462457234837,0.20709375398878488,0,0,False,False,0,0,55,600.0006078086873,850.0007619053224,0.8000050326442594,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,18,14,75,150,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,14,18,150,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,26,12,100,250,True,True,100,-0.0021994679057750484
473,4377,27011,24048,102,0.09188914356915352,0.36076106767807276,0.2125836897915851,0.11037411488848907,0.3720638999304321,500,257,2619,861,0.34195029261680276,0.05105005176797716,0,0,False,False,0,0,60,600.0000486103403,850.0000912860514,0.8000085200394189,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,12,150,150,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,20,16,100,100,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,10,22,100,150,True,True,100,-0.0022880175327183224
